pk_teuna_fikt,sug_tik,THUM_GEOGRAFI,SUG_DEREH,SEMEL_YISHUV,REHOV1,REHOV2,BAYIT,ZOMET_IRONI,KVISH1,KVISH2,KM,ZOMET_LO_IRONI,YEHIDA,SHNAT_TEUNA_x,HODESH_TEUNA_x,YOM_BE_HODESH,SHAA,SUG_YOM,YOM_LAYLA,YOM_BASHAVUA,RAMZOR,HUMRAT_TEUNA,SUG_TEUNA,ZURAT_DEREH,HAD_MASLUL,RAV_MASLUL,MEHIRUT_MUTERET,TKINUT,ROHAV,SIMUN_TIMRUR,TEURA,BAKARA,MEZEG_AVIR,PNE_KVISH,SUG_EZEM,MERHAK_EZEM,LO_HAZA,OFEN_HAZIYA,MEKOM_HAZIYA,KIVUN_HAZIYA,MAHOZ,NAFA,EZOR_TIVI,MAAMAD_MINIZIPALI,ZURAT_ISHUV,STATUS_IGUN,X,Y,MISPAR_REHEV_fikt,ZEHUT_fikt,SHNAT_TEUNA_y,HODESH_TEUNA_y,SUG_MEORAV,SHNAT_HOZAA,KVUZA_GIL,MIN,SUG_REHEV_NASA_LMS,EMZAE_BETIHUT,SEMEL_YISHUV_MEGURIM,HUMRAT_PGIA,SUG_NIFGA_LMS,PEULAT_NIFGA_LMS,KVUTZAT_OHLUSIYA_LMS,MAHOZ_MEGURIM,NAFA_MEGURIM,EZOR_TIVI_MEGURIM,MAAMAD_MINIZIPALI_MEGURIM,ZURAT_ISHUV_MEGURIM,SUG_TIK,ShimushBeAvizareyBetihut_LMS,PtiraMeuheret_LMS
2023025735,1,1,1,70,331,580,,9720005,,,,,38,2023,6,26,81,4,5,2,0,2,2,9,0,3,1,1,4,3,3,7,1,1,9,9,9,0,0,9,6,61,613,0,13,1,165760,633281,2,2,2023,6,2,0,4,2,21,5,70,2,8,1,3,6,61,613,0,13,1,2,
2023025760,1,1,1,3000,1289,1252,,92872779,,,,,61,2023,2,28,94,4,5,3,0,3,10,8,3,0,1,1,2,3,3,1,1,1,9,9,9,0,0,9,1,11,111,0,12,1,215743,628847,1,1,2023,2,2,2021,6,2,1,1,3000,3,2,1,2,1,11,111,0,12,1,,
2023025782,1,1,1,9000,895,102,,10730021,,,,,34,2023,12,27,62,4,1,4,1,2,8,9,0,3,3,1,5,4,1,2,1,1,2,9,9,0,0,9,6,62,623,0,13,1,182823,573355,1,1,2023,12,1,1985,14,1,1,1,2630,0,0,8,1,6,61,612,0,15,1,,
2023025782,1,1,1,9000,895,102,,10730021,,,,,34,2023,12,27,62,4,1,4,1,2,8,9,0,3,3,1,5,4,1,2,1,1,2,9,9,0,0,9,6,62,623,0,13,1,182823,573355,2,2,2023,12,2,2017,5,1,19,2,1303,2,4,1,2,6,62,623,99,26,1,2,
2023025788,1,1,1,8300,895,896,,20390894,,,,,52,2023,6,4,63,4,1,1,1,3,2,8,0,3,2,1,0,3,1,2,1,1,9,9,9,0,0,9,4,44,442,0,13,1,176942,653535,1,2,2023,6,1,2013,9,1,1,5,0,0,0,8,1,,99,,,,1,,
2023025788,1,1,1,8300,895,896,,20390894,,,,,52,2023,6,4,63,4,1,1,1,3,2,8,0,3,2,1,0,3,1,2,1,1,9,9,9,0,0,9,4,44,442,0,13,1,176942,653535,1,3,2023,6,3,0,2,1,1,3,9000,3,3,8,3,6,62,623,0,13,1,,
2023025788,1,1,1,8300,895,896,,20390894,,,,,52,2023,6,4,63,4,1,1,1,3,2,8,0,3,2,1,0,3,1,2,1,1,9,9,9,0,0,9,4,44,442,0,13,1,176942,653535,2,1,2023,6,1,2018,12,1,11,5,6200,0,0,8,1,5,51,513,0,14,1,,
2023025893,1,1,1,3000,4565,4556,,24030844,,,,,61,2023,9,1,53,4,1,6,0,3,2,9,3,0,1,1,3,3,1,6,1,1,9,9,9,0,0,9,1,11,111,0,12,1,217288,626884,1,1,2023,9,2,1991,11,2,1,1,3000,3,2,1,1,1,11,111,0,12,1,,
2023025893,1,1,1,3000,4565,4556,,24030844,,,,,61,2023,9,1,53,4,1,6,0,3,2,9,3,0,1,1,3,3,1,6,1,1,9,9,9,0,0,9,1,11,111,0,12,1,217288,626884,2,2,2023,9,2,2000,12,1,1,1,3000,3,2,1,1,1,11,111,0,12,1,,
2023025916,1,1,1,3000,908,937,,260214,,,,,61,2023,12,31,67,4,5,1,1,3,1,8,3,0,1,1,2,3,6,2,1,1,9,9,9,1,4,2,1,11,111,0,12,1,219743,633275,0,1,2023,12,3,0,2,1,,5,6100,3,1,9,1,5,51,512,0,13,1,,
2023025916,1,1,1,3000,908,937,,260214,,,,,61,2023,12,31,67,4,5,1,1,3,1,8,3,0,1,1,2,3,6,2,1,1,9,9,9,1,4,2,1,11,111,0,12,1,219743,633275,1,2,2023,12,1,2011,7,2,1,1,3000,0,0,8,1,1,11,111,0,12,1,,
2023025944,1,1,1,7900,1035,180,,17130001,,,,,51,2023,10,13,72,4,1,6,1,3,2,8,0,3,2,1,4,3,1,2,1,1,9,9,9,0,0,9,4,42,422,0,13,1,187771,668027,1,2,2023,10,2,1966,15,1,1,5,7900,3,2,1,1,4,42,422,0,13,1,,
2023025944,1,1,1,7900,1035,180,,17130001,,,,,51,2023,10,13,72,4,1,6,1,3,2,8,0,3,2,1,4,3,1,2,1,1,9,9,9,0,0,9,4,42,422,0,13,1,187771,668027,2,3,2023,10,2,2019,5,1,1,5,2640,3,2,1,1,4,42,422,0,15,1,,
2023025944,1,1,1,7900,1035,180,,17130001,,,,,51,2023,10,13,72,4,1,6,1,3,2,8,0,3,2,1,4,3,1,2,1,1,9,9,9,0,0,9,4,42,422,0,13,1,187771,668027,3,1,2023,10,2,2004,8,1,1,1,7600,3,2,1,2,2,24,246,0,15,1,,
2023026023,1,1,1,6500,740,833,,9290009,,,,,12,2023,6,18,59,4,1,1,9,2,12,9,9,0,0,0,0,5,11,,9,9,9,9,9,0,0,9,3,32,324,0,14,1,195304,702848,1,1,2023,6,3,0,15,2,11,4,6500,2,3,8,1,3,32,324,0,14,1,2,
2023026023,1,1,1,6500,740,833,,9290009,,,,,12,2023,6,18,59,4,1,1,9,2,12,9,9,0,0,0,0,5,11,,9,9,9,9,9,0,0,9,3,32,324,0,14,1,195304,702848,1,2,2023,6,1,2022,10,1,11,1,0,0,0,8,1,,99,,,,1,,
2023026077,1,1,1,8300,404,410,,20170001,,,,,52,2023,3,12,42,4,1,1,1,3,3,8,0,3,1,1,3,3,1,2,1,1,9,9,9,0,0,9,4,44,442,0,13,1,182522,653630,1,1,2023,3,1,2010,8,1,1,1,8400,0,0,8,1,4,44,441,0,14,1,,
2023026077,1,1,1,8300,404,410,,20170001,,,,,52,2023,3,12,42,4,1,1,1,3,3,8,0,3,1,1,3,3,1,2,1,1,9,9,9,0,0,9,4,44,442,0,13,1,182522,653630,2,2,2023,3,2,2014,6,2,1,1,8300,3,2,1,1,4,44,442,0,13,1,,
2023026080,1,1,1,1061,159,145,,7070002,,,,,14,2023,3,3,93,4,5,6,0,3,8,5,0,3,1,1,2,3,3,1,5,1,2,2,9,0,0,9,2,23,237,0,16,1,229738,733830,1,1,2023,3,2,2019,5,1,1,1,520,3,2,1,2,2,23,237,99,28,1,,
2023026101,1,1,1,5000,1947,1620,,15600733,,,,,20,2023,11,9,54,4,1,5,1,3,2,8,3,0,1,1,2,3,1,2,1,1,9,9,9,0,0,9,5,51,511,0,13,1,177172,661016,1,2,2023,11,1,0,99,0,21,5,0,0,0,8,1,,99,,,,1,,
2023026101,1,1,1,5000,1947,1620,,15600733,,,,,20,2023,11,9,54,4,1,5,1,3,2,8,3,0,1,1,2,3,1,2,1,1,9,9,9,0,0,9,5,51,511,0,13,1,177172,661016,2,1,2023,11,2,2018,6,2,9,2,5000,3,4,1,2,5,51,511,0,13,1,,
2023026218,1,1,1,7900,304,318,,300052,,,,,51,2023,1,8,74,4,5,1,1,2,2,9,0,3,1,1,4,3,3,2,1,1,9,9,9,0,0,9,4,42,422,0,13,1,190337,665841,1,3,2023,1,2,0,4,1,21,5,7900,2,8,1,1,4,42,422,0,13,1,1,
2023026218,1,1,1,7900,304,318,,300052,,,,,51,2023,1,8,74,4,5,1,1,2,2,9,0,3,1,1,4,3,3,2,1,1,9,9,9,0,0,9,4,42,422,0,13,1,190337,665841,2,1,2023,1,3,0,4,1,9,5,8500,3,5,2,2,4,43,432,0,15,1,1,
2023026218,1,1,1,7900,304,318,,300052,,,,,51,2023,1,8,74,4,5,1,1,2,2,9,0,3,1,1,4,3,3,2,1,1,9,9,9,0,0,9,4,42,422,0,13,1,190337,665841,2,2,2023,1,1,0,99,0,9,5,0,0,0,8,1,,99,,,,1,,
2023026222,1,1,1,5000,2524,2562,,12500912,,,,,20,2023,4,20,53,4,1,5,0,2,12,8,1,0,1,1,3,3,1,1,1,1,9,9,9,0,0,9,5,51,511,0,13,1,180498,663529,1,1,2023,4,3,0,17,2,11,4,5000,2,3,4,1,5,51,511,0,13,1,1,
2023026222,1,1,1,5000,2524,2562,,12500912,,,,,20,2023,4,20,53,4,1,5,0,2,12,8,1,0,1,1,3,3,1,1,1,1,9,9,9,0,0,9,5,51,511,0,13,1,180498,663529,1,2,2023,4,1,1990,11,1,11,1,944,0,0,8,2,2,23,237,99,28,1,,
2023026247,1,1,1,6600,304,702,,8270053,,,,,20,2023,2,3,65,4,1,6,1,3,1,8,3,0,6,3,4,5,11,3,2,1,9,9,9,1,4,2,5,51,513,0,14,1,178476,658406,0,1,2023,2,3,0,1,2,,5,5000,3,1,9,2,5,51,511,0,13,1,1,
2023026247,1,1,1,6600,304,702,,8270053,,,,,20,2023,2,3,65,4,1,6,1,3,1,8,3,0,6,3,4,5,11,3,2,1,9,9,9,1,4,2,5,51,513,0,14,1,178476,658406,1,2,2023,2,1,1997,10,1,1,5,0,0,0,8,1,,99,,,,1,,
2023026256,1,1,1,9000,925,917,,8640022,,,,,34,2023,9,10,76,4,5,1,0,3,2,9,1,0,1,1,2,3,6,6,1,1,9,9,9,0,0,9,6,62,623,0,13,1,179924,572266,1,2,2023,9,2,1979,14,2,1,1,9000,3,2,1,1,6,62,623,0,13,1,,
2023026256,1,1,1,9000,925,917,,8640022,,,,,34,2023,9,10,76,4,5,1,0,3,2,9,1,0,1,1,2,3,6,6,1,1,9,9,9,0,0,9,6,62,623,0,13,1,179924,572266,2,1,2023,9,2,2017,6,1,1,1,9000,3,2,1,1,6,62,623,0,13,1,,
2023026256,1,1,1,9000,925,917,,8640022,,,,,34,2023,9,10,76,4,5,1,0,3,2,9,1,0,1,1,2,3,6,6,1,1,9,9,9,0,0,9,6,62,623,0,13,1,179924,572266,2,3,2023,9,3,0,5,2,1,1,9000,3,3,1,1,6,62,623,0,13,1,,
2023026275,1,1,1,4000,215,195,,11670122,,,,,12,2023,8,15,83,4,5,3,1,3,2,8,3,0,1,1,2,3,3,2,1,1,9,9,9,0,0,9,3,31,311,0,13,1,207561,746985,1,1,2023,8,2,2019,5,1,1,1,9600,3,2,1,1,3,31,311,0,16,1,,
2023026275,1,1,1,4000,215,195,,11670122,,,,,12,2023,8,15,83,4,5,3,1,3,2,8,3,0,1,1,2,3,3,2,1,1,9,9,9,0,0,9,3,31,311,0,13,1,207561,746985,2,2,2023,8,1,1987,11,1,12,5,662,0,0,8,1,2,24,243,52,31,1,,
2023026284,1,1,1,70,165,499,,10150344,,,,,38,2023,7,17,78,4,1,2,1,3,2,8,0,3,1,1,3,3,11,2,1,1,9,9,9,0,0,9,6,61,613,0,13,1,168951,637393,1,1,2023,7,2,1970,15,1,1,1,70,3,2,1,1,6,61,613,0,13,1,,
2023026284,1,1,1,70,165,499,,10150344,,,,,38,2023,7,17,78,4,1,2,1,3,2,8,0,3,1,1,3,3,11,2,1,1,9,9,9,0,0,9,6,61,613,0,13,1,168951,637393,2,2,2023,7,1,2008,7,1,1,5,8300,0,0,8,1,4,44,442,0,13,1,,
2023026364,1,1,1,70,273,165,,10001,,,,,38,2023,3,14,68,4,1,3,1,3,2,8,0,3,1,1,3,3,1,2,1,6,9,9,9,0,0,9,6,61,613,0,13,1,168327,635376,1,1,2023,3,2,2016,5,2,1,1,166,3,2,1,1,4,44,441,99,16,1,,
2023026364,1,1,1,70,273,165,,10001,,,,,38,2023,3,14,68,4,1,3,1,3,2,8,0,3,1,1,3,3,1,2,1,6,9,9,9,0,0,9,6,61,613,0,13,1,168327,635376,2,2,2023,3,2,1996,10,2,1,1,166,3,2,1,1,4,44,441,99,16,1,,
2023026488,1,1,1,7900,129,1219,,8940032,,,,,51,2023,3,29,50,4,1,4,1,2,2,8,3,0,1,1,4,3,1,2,1,1,9,9,9,0,0,9,4,42,422,0,13,1,189365,664737,1,2,2023,3,2,2018,6,1,10,5,7900,2,4,1,1,4,42,422,0,13,1,1,
2023026488,1,1,1,7900,129,1219,,8940032,,,,,51,2023,3,29,50,4,1,4,1,2,2,8,3,0,1,1,4,3,1,2,1,1,9,9,9,0,0,9,4,42,422,0,13,1,189365,664737,2,1,2023,3,1,2019,5,2,1,5,7900,0,0,8,1,4,42,422,0,13,1,,
2023026519,1,1,1,8600,308,309,,10020114,,,,,20,2023,8,27,35,4,1,1,0,3,1,9,3,0,1,1,2,3,1,1,1,1,9,9,9,3,1,9,5,51,512,0,14,1,182200,666195,0,2,2023,8,3,0,13,2,,5,8600,3,1,9,1,5,51,512,0,14,1,,
2023026519,1,1,1,8600,308,309,,10020114,,,,,20,2023,8,27,35,4,1,1,0,3,1,9,3,0,1,1,2,3,1,1,1,1,9,9,9,3,1,9,5,51,512,0,14,1,182200,666195,1,1,2023,8,1,1969,15,1,12,1,8600,0,0,8,1,5,51,512,0,14,1,,
2023026539,1,1,1,3000,4360,4393,,8650723,,,,,61,2023,12,1,67,4,5,6,1,3,2,8,0,3,1,1,5,3,3,2,1,1,9,9,9,0,0,9,1,11,111,0,12,1,222404,633726,1,2,2023,12,1,1991,11,1,1,1,3000,0,0,8,2,1,11,111,0,12,1,,
2023026539,1,1,1,3000,4360,4393,,8650723,,,,,61,2023,12,1,67,4,5,6,1,3,2,8,0,3,1,1,5,3,3,2,1,1,9,9,9,0,0,9,1,11,111,0,12,1,222404,633726,2,1,2023,12,2,1979,13,1,1,1,3000,3,2,1,2,1,11,111,0,12,1,,
2023026595,1,1,1,5000,323,347,,24800244,,,,,20,2023,9,20,32,4,1,4,0,3,2,8,1,0,1,1,1,3,1,1,1,1,9,9,9,0,0,9,5,51,511,0,13,1,184423,669189,1,2,2023,9,1,2002,8,2,1,5,5000,0,0,8,1,5,51,511,0,13,1,,
2023026595,1,1,1,5000,323,347,,24800244,,,,,20,2023,9,20,32,4,1,4,0,3,2,8,1,0,1,1,1,3,1,1,1,1,9,9,9,0,0,9,5,51,511,0,13,1,184423,669189,2,1,2023,9,2,0,3,1,17,4,5000,3,8,1,1,5,51,511,0,13,1,,
2023026679,1,1,1,3000,1508,1511,,11770521,,,,,61,2023,9,18,66,4,1,2,1,3,1,9,3,0,6,1,2,5,2,2,9,5,9,9,9,1,4,1,1,11,111,0,12,1,220860,631235,0,1,2023,9,3,0,13,2,,5,3000,3,1,9,1,1,11,111,0,12,1,,
2023026679,1,1,1,3000,1508,1511,,11770521,,,,,61,2023,9,18,66,4,1,2,1,3,1,9,3,0,6,1,2,5,2,2,9,5,9,9,9,1,4,1,1,11,111,0,12,1,220860,631235,1,2,2023,9,1,2020,6,2,1,1,0,0,0,8,1,,99,,,,1,,
2023026811,1,1,1,8600,502,503,,90121,,,,,20,2023,1,1,30,4,1,1,0,3,2,9,3,0,1,0,2,5,1,7,1,1,9,9,9,0,0,9,5,51,512,0,14,1,181637,665200,1,2,2023,1,1,0,99,0,17,5,0,0,0,8,1,,99,,,,1,,
2023026811,1,1,1,8600,502,503,,90121,,,,,20,2023,1,1,30,4,1,1,0,3,2,9,3,0,1,0,2,5,1,7,1,1,9,9,9,0,0,9,5,51,512,0,14,1,181637,665200,2,1,2023,1,2,0,99,0,23,5,5000,3,8,1,1,5,51,511,0,13,1,,
2023026812,1,1,1,5000,1103,1264,,30554,,,,,20,2023,7,20,82,4,5,5,1,3,4,8,1,0,1,1,2,3,6,2,1,1,9,9,9,0,0,9,5,51,511,0,13,1,179139,663791,1,1,2023,7,1,1987,11,1,1,5,707,0,0,8,1,4,43,431,25,32,1,,
2023026812,1,1,1,5000,1103,1264,,30554,,,,,20,2023,7,20,82,4,5,5,1,3,4,8,1,0,1,1,2,3,6,2,1,1,9,9,9,0,0,9,5,51,511,0,13,1,179139,663791,2,2,2023,7,2,2015,6,1,19,5,681,3,4,1,1,4,42,422,0,16,1,1,
2023026821,1,1,1,70,128,256,,7630003,,,,,38,2023,6,16,75,4,1,6,0,3,3,9,0,4,1,1,5,5,1,1,1,1,9,9,9,0,0,9,6,61,613,0,13,1,166282,634793,1,2,2023,6,2,1978,13,1,1,1,70,3,2,1,1,6,61,613,0,13,1,1,
2023026821,1,1,1,70,128,256,,7630003,,,,,38,2023,6,16,75,4,1,6,0,3,3,9,0,4,1,1,5,5,1,1,1,1,9,9,9,0,0,9,6,61,613,0,13,1,166282,634793,2,1,2023,6,2,2019,6,1,1,1,70,3,2,1,1,6,61,613,0,13,1,1,
2023026830,1,1,1,7900,454,424,,9850054,,,,,51,2023,8,20,30,4,1,1,0,3,3,8,0,2,1,1,4,3,1,1,1,1,9,9,9,0,0,9,4,42,422,0,13,1,190940,665512,1,1,2023,8,2,1996,14,1,1,1,7900,3,2,1,1,4,42,422,0,13,1,,
2023026830,1,1,1,7900,454,424,,9850054,,,,,51,2023,8,20,30,4,1,1,0,3,3,8,0,2,1,1,4,3,1,1,1,1,9,9,9,0,0,9,4,42,422,0,13,1,190940,665512,2,2,2023,8,1,0,6,1,1,1,7900,0,0,8,1,4,42,422,0,13,1,,
2023026939,1,1,1,8300,307,271,,19010136,,,,,52,2023,10,7,13,1,5,7,1,2,2,9,0,2,1,1,5,3,3,2,1,1,9,9,9,0,0,9,4,44,442,0,13,1,181466,651295,1,2,2023,10,2,2019,5,1,10,2,2530,2,4,1,1,4,43,432,0,16,1,1,
2023026939,1,1,1,8300,307,271,,19010136,,,,,52,2023,10,7,13,1,5,7,1,2,2,9,0,2,1,1,5,3,3,2,1,1,9,9,9,0,0,9,4,44,442,0,13,1,181466,651295,2,1,2023,10,3,0,7,2,24,1,7200,3,3,1,1,4,44,442,0,15,1,1,
2023026939,1,1,1,8300,307,271,,19010136,,,,,52,2023,10,7,13,1,5,7,1,2,2,9,0,2,1,1,5,3,3,2,1,1,9,9,9,0,0,9,4,44,442,0,13,1,181466,651295,2,3,2023,10,1,2014,7,1,24,1,8400,0,0,8,1,4,44,441,0,14,1,,
2023027125,1,1,1,1031,216,275,,270001,,,,,38,2023,5,18,42,4,1,5,9,2,13,9,9,0,0,0,0,5,11,,9,9,9,9,9,0,0,9,6,61,614,0,16,1,161116,604641,1,1,2023,5,2,1975,14,1,23,4,1031,2,8,1,1,6,61,614,0,16,1,1,
2023027178,1,1,1,8700,304,351,,9580001,,,,,51,2023,5,5,44,4,1,6,0,3,1,9,3,0,1,1,2,3,1,7,1,1,9,9,9,3,3,2,4,42,421,0,15,1,188914,678026,0,1,2023,5,3,0,5,2,,5,637,3,1,9,2,3,32,323,99,26,1,,
2023027178,1,1,1,8700,304,351,,9580001,,,,,51,2023,5,5,44,4,1,6,0,3,1,9,3,0,1,1,2,3,1,7,1,1,9,9,9,3,3,2,4,42,421,0,15,1,188914,678026,1,2,2023,5,1,1962,16,1,1,5,7400,0,0,8,1,4,41,411,0,13,1,,
2023027193,1,1,1,7000,421,340,,8350002,,,,,52,2023,3,29,77,4,5,4,1,3,2,8,1,0,1,1,3,3,3,2,1,1,9,9,9,0,0,9,4,43,432,0,15,1,189943,650444,1,1,2023,3,3,0,13,2,1,1,7000,3,3,1,1,4,43,432,0,15,1,,
2023027193,1,1,1,7000,421,340,,8350002,,,,,52,2023,3,29,77,4,5,4,1,3,2,8,1,0,1,1,3,3,3,2,1,1,9,9,9,0,0,9,4,43,432,0,15,1,189943,650444,1,2,2023,3,2,2003,8,2,1,1,8400,3,2,1,1,4,44,441,0,14,1,,
2023027193,1,1,1,7000,421,340,,8350002,,,,,52,2023,3,29,77,4,5,4,1,3,2,8,1,0,1,1,3,3,3,2,1,1,9,9,9,0,0,9,4,43,432,0,15,1,189943,650444,2,3,2023,3,1,2014,6,1,1,1,7000,0,0,8,1,4,43,432,0,15,1,,
2023027205,1,1,1,9400,112,123,,100001,,,,,20,2023,12,6,69,4,5,4,0,2,1,5,0,3,1,1,2,3,10,5,1,1,9,9,9,3,1,9,4,42,422,0,16,1,189575,660541,0,1,2023,12,3,0,11,1,,5,9400,2,1,9,1,4,42,422,0,16,1,,
2023027205,1,1,1,9400,112,123,,100001,,,,,20,2023,12,6,69,4,5,4,0,2,1,5,0,3,1,1,2,3,10,5,1,1,9,9,9,3,1,9,4,42,422,0,16,1,189575,660541,1,2,2023,12,1,1996,14,1,1,5,9400,0,0,8,1,4,42,422,0,16,1,,
2023027280,1,1,1,4000,402,403,,10910232,,,,,11,2023,6,15,42,4,1,5,0,3,1,8,3,0,1,1,5,3,1,1,1,1,9,9,9,3,3,2,3,31,311,0,13,1,199805,746516,0,2,2023,6,3,0,13,2,,5,4000,3,1,9,3,3,31,311,0,13,1,,
2023027280,1,1,1,4000,402,403,,10910232,,,,,11,2023,6,15,42,4,1,5,0,3,1,8,3,0,1,1,5,3,1,1,1,1,9,9,9,3,3,2,3,31,311,0,13,1,199805,746516,1,1,2023,6,1,2012,7,2,1,1,4000,0,0,8,2,3,31,311,0,13,1,,
2023027332,1,1,1,6200,210,201,,7690023,,,,,20,2023,1,30,53,4,1,2,1,3,2,8,3,0,1,1,2,5,1,2,1,1,9,9,9,0,0,9,5,51,513,0,14,1,175879,658918,1,1,2023,1,2,1977,14,1,23,5,6200,3,8,1,1,5,51,513,0,14,1,,
2023027332,1,1,1,6200,210,201,,7690023,,,,,20,2023,1,30,53,4,1,2,1,3,2,8,3,0,1,1,2,5,1,2,1,1,9,9,9,0,0,9,5,51,513,0,14,1,175879,658918,2,2,2023,1,1,2002,9,2,16,5,7900,0,0,8,3,4,42,422,0,13,1,,
2023027371,1,1,1,6100,850,6003,,30041,,,,,20,2023,4,23,37,4,1,1,0,3,1,9,1,0,1,1,3,3,1,1,1,1,9,9,9,4,3,9,5,51,512,0,13,1,185131,665144,0,2,2023,4,3,0,18,1,,5,3000,3,1,9,1,1,11,111,0,12,1,,
2023027371,1,1,1,6100,850,6003,,30041,,,,,20,2023,4,23,37,4,1,1,0,3,1,9,1,0,1,1,3,3,1,1,1,1,9,9,9,4,3,9,5,51,512,0,13,1,185131,665144,1,1,2023,4,1,2020,6,1,1,1,6100,0,0,8,1,5,51,512,0,13,1,,
2023027489,1,1,1,9000,811,221,,7860015,,,,,34,2023,1,28,57,4,1,7,1,3,2,8,0,3,2,1,3,3,1,2,1,1,9,9,9,0,0,9,6,62,623,0,13,1,180764,574567,1,1,2023,1,2,2008,10,1,1,1,2200,3,2,1,1,6,62,626,0,16,1,,
2023027489,1,1,1,9000,811,221,,7860015,,,,,34,2023,1,28,57,4,1,7,1,3,2,8,0,3,2,1,3,3,1,2,1,1,9,9,9,0,0,9,6,62,623,0,13,1,180764,574567,2,2,2023,1,3,0,13,2,1,1,9000,3,3,1,1,6,62,623,0,13,1,,
2023027489,1,1,1,9000,811,221,,7860015,,,,,34,2023,1,28,57,4,1,7,1,3,2,8,0,3,2,1,3,3,1,2,1,1,9,9,9,0,0,9,6,62,623,0,13,1,180764,574567,2,3,2023,1,2,1991,13,1,1,1,9000,3,2,1,1,6,62,623,0,13,1,,
2023027542,1,1,1,3000,1362,1346,,28040411,,,,,61,2023,4,26,84,1,5,4,1,3,2,9,3,0,8,1,3,1,6,3,9,1,9,9,9,0,0,9,1,11,111,0,12,1,218030,628506,1,5,2023,4,1,1997,10,1,1,1,3000,0,0,8,1,1,11,111,0,12,1,,
2023027542,1,1,1,3000,1362,1346,,28040411,,,,,61,2023,4,26,84,1,5,4,1,3,2,9,3,0,8,1,3,1,6,3,9,1,9,9,9,0,0,9,1,11,111,0,12,1,218030,628506,2,1,2023,4,3,0,1,1,1,1,3000,3,3,2,2,1,11,111,0,12,1,,
2023027542,1,1,1,3000,1362,1346,,28040411,,,,,61,2023,4,26,84,1,5,4,1,3,2,9,3,0,8,1,3,1,6,3,9,1,9,9,9,0,0,9,1,11,111,0,12,1,218030,628506,2,2,2023,4,3,0,6,2,1,1,3000,3,3,6,2,1,11,111,0,12,1,,
2023027542,1,1,1,3000,1362,1346,,28040411,,,,,61,2023,4,26,84,1,5,4,1,3,2,9,3,0,8,1,3,1,6,3,9,1,9,9,9,0,0,9,1,11,111,0,12,1,218030,628506,2,3,2023,4,3,0,2,2,1,1,3000,3,3,2,2,1,11,111,0,12,1,,
2023027542,1,1,1,3000,1362,1346,,28040411,,,,,61,2023,4,26,84,1,5,4,1,3,2,9,3,0,8,1,3,1,6,3,9,1,9,9,9,0,0,9,1,11,111,0,12,1,218030,628506,2,4,2023,4,1,2012,6,1,1,1,3000,0,0,8,2,1,11,111,0,12,1,,
2023027658,1,1,1,2600,147,109,,7460001,,,,,33,2023,8,25,75,4,1,6,0,3,2,8,0,3,0,0,2,3,1,6,1,1,9,9,9,0,0,9,6,62,625,0,15,1,194639,385189,1,1,2023,8,1,2021,4,1,1,5,2600,0,0,8,1,6,62,625,0,15,1,,
2023027658,1,1,1,2600,147,109,,7460001,,,,,33,2023,8,25,75,4,1,6,0,3,2,8,0,3,0,0,2,3,1,6,1,1,9,9,9,0,0,9,6,62,625,0,15,1,194639,385189,2,2,2023,8,2,2018,5,2,23,2,2600,3,8,1,2,6,62,625,0,15,1,,
2023027691,1,1,1,9000,366,346,,98340774,,,,,34,2023,4,15,52,4,1,7,1,3,2,9,0,3,2,1,2,4,1,2,1,1,9,9,9,0,0,9,6,62,623,0,13,1,178570,573204,1,2,2023,4,2,1999,9,2,1,1,31,3,2,1,1,6,62,622,0,16,1,,
2023027691,1,1,1,9000,366,346,,98340774,,,,,34,2023,4,15,52,4,1,7,1,3,2,9,0,3,2,1,2,4,1,2,1,1,9,9,9,0,0,9,6,62,623,0,13,1,178570,573204,2,1,2023,4,2,1978,15,1,1,1,9000,3,2,1,1,6,62,623,0,13,1,,
2023027691,1,1,1,9000,366,346,,98340774,,,,,34,2023,4,15,52,4,1,7,1,3,2,9,0,3,2,1,2,4,1,2,1,1,9,9,9,0,0,9,6,62,623,0,13,1,178570,573204,2,3,2023,4,3,0,15,2,1,1,9000,3,3,1,1,6,62,623,0,13,1,,
2023027691,1,1,1,9000,366,346,,98340774,,,,,34,2023,4,15,52,4,1,7,1,3,2,9,0,3,2,1,2,4,1,2,1,1,9,9,9,0,0,9,6,62,623,0,13,1,178570,573204,2,4,2023,4,3,0,14,2,1,1,9000,3,3,2,1,6,62,623,0,13,1,,
2023027734,1,1,1,5000,2601,2958,,60350943,,,,,20,2023,12,22,74,4,5,6,1,3,1,8,3,0,1,1,3,3,3,2,1,1,9,9,9,3,4,1,5,51,511,0,13,1,182573,661892,0,2,2023,12,3,0,10,2,,5,0,3,1,9,1,,99,,,,1,,
2023027734,1,1,1,5000,2601,2958,,60350943,,,,,20,2023,12,22,74,4,5,6,1,3,1,8,3,0,1,1,3,3,3,2,1,1,9,9,9,3,4,1,5,51,511,0,13,1,182573,661892,1,1,2023,12,1,1979,14,2,1,1,5000,0,0,8,1,5,51,511,0,13,1,,
2023027742,1,1,1,8300,925,275,,20390833,,,,,52,2023,7,10,80,4,5,2,1,3,4,8,0,2,1,1,4,3,6,2,1,1,9,9,9,0,0,9,4,44,442,0,13,1,180522,653886,1,2,2023,7,2,1997,9,1,10,2,8600,3,4,1,1,5,51,512,0,14,1,1,
